,Subject,Label,Shape,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
7474,22,Friend,Friend,Matching,Friend,Friend,Close,714,0.714,1,United Kingdom
7475,22,Friend,Friend,Matching,Friend,Friend,Close,380,0.38,1,United Kingdom
7476,22,Friend,Friend,Matching,Friend,Friend,Close,266,0.266,1,United Kingdom
7477,22,Friend,Friend,Matching,Friend,Friend,Close,856,0.856,1,United Kingdom
7478,22,Friend,Friend,Matching,Friend,Friend,Close,608,0.608,1,United Kingdom
7479,22,Friend,Friend,Matching,Friend,Friend,Close,694,0.694,1,United Kingdom
7480,22,Self,Friend,Matching,Friend,Friend,Close,718,0.718,0,United Kingdom
7481,22,Self,Friend,Matching,Friend,Friend,Close,880,0.88,0,United Kingdom
7482,22,Self,Friend,Matching,Friend,Friend,Close,1029,1.029,0,United Kingdom
7483,22,Self,Friend,Matching,Friend,Friend,Close,618,0.618,0,United Kingdom
7484,22,Self,Friend,Matching,Friend,Friend,Close,800,0.8,0,United Kingdom
7485,22,Self,Friend,Matching,Friend,Friend,Close,563,0.563,0,United Kingdom
7486,22,Self,Friend,Matching,Friend,Friend,Close,877,0.877,0,United Kingdom
7487,22,Self,Friend,Matching,Friend,Friend,Close,714,0.714,0,United Kingdom
7488,22,Self,Friend,Matching,Friend,Friend,Close,533,0.533,0,United Kingdom
7489,22,Self,Friend,Matching,Friend,Friend,Close,820,0.82,0,United Kingdom
7490,22,Self,Friend,Matching,Friend,Friend,Close,1081,1.081,0,United Kingdom
7491,22,Self,Friend,Matching,Friend,Friend,Close,723,0.723,0,United Kingdom
7492,22,Self,Friend,Matching,Friend,Friend,Close,752,0.752,0,United Kingdom
7493,22,Self,Friend,Matching,Friend,Friend,Close,883,0.883,0,United Kingdom
7494,22,Self,Friend,Matching,Friend,Friend,Close,555,0.555,0,United Kingdom
7495,22,Self,Friend,Matching,Friend,Friend,Close,666,0.666,0,United Kingdom
7496,22,Self,Friend,Matching,Friend,Friend,Close,500,0.5,0,United Kingdom
7497,22,Self,Friend,Matching,Friend,Friend,Close,731,0.731,0,United Kingdom
7498,22,Self,Friend,Matching,Friend,Friend,Close,414,0.414,0,United Kingdom
7499,22,Self,Friend,Matching,Friend,Friend,Close,677,0.677,0,United Kingdom
7500,22,Self,Friend,Matching,Friend,Friend,Close,440,0.44,0,United Kingdom
7501,22,Self,Friend,Matching,Friend,Friend,Close,623,0.623,0,United Kingdom
7502,22,Self,Friend,Matching,Friend,Friend,Close,537,0.537,0,United Kingdom
7503,22,Friend,Friend,Matching,Friend,Friend,Close,449,0.449,0,United Kingdom
7504,22,Friend,Friend,Matching,Friend,Friend,Close,408,0.408,0,United Kingdom
7505,22,Friend,Friend,Matching,Friend,Friend,Close,757,0.757,0,United Kingdom
7506,22,Friend,Friend,Matching,Friend,Friend,Close,611,0.611,0,United Kingdom
7507,22,Friend,Friend,Matching,Friend,Friend,Close,603,0.603,0,United Kingdom
7508,22,Friend,Friend,Matching,Friend,Friend,Close,735,0.735,0,United Kingdom
7509,22,Friend,Friend,Matching,Friend,Friend,Close,773,0.773,0,United Kingdom
7510,22,Friend,Friend,Matching,Friend,Friend,Close,858,0.858,0,United Kingdom
7511,22,Self,Self,Matching,Self,Self,Self,528,0.528,1,United Kingdom
7512,22,Self,Self,Matching,Self,Self,Self,836,0.836,1,United Kingdom
7513,22,Self,Self,Matching,Self,Self,Self,756,0.756,1,United Kingdom
7514,22,Self,Self,Matching,Self,Self,Self,750,0.75,1,United Kingdom
7515,22,Self,Self,Matching,Self,Self,Self,655,0.655,1,United Kingdom
7516,22,Self,Self,Matching,Self,Self,Self,696,0.696,1,United Kingdom
7517,22,Self,Self,Matching,Self,Self,Self,619,0.619,1,United Kingdom
7518,22,Self,Self,Matching,Self,Self,Self,547,0.547,1,United Kingdom
7519,22,Self,Self,Matching,Self,Self,Self,615,0.615,1,United Kingdom
7520,22,Self,Self,Matching,Self,Self,Self,773,0.773,1,United Kingdom
7521,22,Self,Self,Matching,Self,Self,Self,470,0.47,1,United Kingdom
7522,22,Self,Self,Matching,Self,Self,Self,731,0.731,1,United Kingdom
7523,22,Self,Self,Matching,Self,Self,Self,784,0.784,1,United Kingdom
7524,22,Self,Self,Matching,Self,Self,Self,1053,1.053,1,United Kingdom
7525,22,Self,Self,Matching,Self,Self,Self,613,0.613,1,United Kingdom
7526,22,Self,Self,Matching,Self,Self,Self,686,0.686,1,United Kingdom
7527,22,Self,Self,Matching,Self,Self,Self,637,0.637,1,United Kingdom
7528,22,Self,Self,Matching,Self,Self,Self,1056,1.056,1,United Kingdom
7529,22,Self,Self,Matching,Self,Self,Self,530,0.53,1,United Kingdom
7530,22,Self,Self,Matching,Self,Self,Self,650,0.65,1,United Kingdom
7531,22,Friend,Self,Matching,Self,Self,Self,486,0.486,1,United Kingdom
7532,22,Friend,Self,Matching,Self,Self,Self,693,0.693,1,United Kingdom
7533,22,Friend,Self,Matching,Self,Self,Self,544,0.544,1,United Kingdom
7534,22,Friend,Self,Matching,Self,Self,Self,539,0.539,1,United Kingdom
7535,22,Friend,Self,Matching,Self,Self,Self,780,0.78,1,United Kingdom
7536,22,Friend,Self,Matching,Self,Self,Self,547,0.547,1,United Kingdom
7537,22,Friend,Self,Matching,Self,Self,Self,588,0.588,1,United Kingdom
7538,22,Friend,Self,Matching,Self,Self,Self,517,0.517,1,United Kingdom
7539,22,Friend,Self,Matching,Self,Self,Self,892,0.892,1,United Kingdom
7540,22,Friend,Self,Matching,Self,Self,Self,798,0.798,1,United Kingdom
7541,22,Friend,Self,Matching,Self,Self,Self,947,0.947,1,United Kingdom
7542,22,Friend,Self,Matching,Self,Self,Self,800,0.8,1,United Kingdom
7543,22,Friend,Self,Matching,Self,Self,Self,1082,1.082,1,United Kingdom
7544,22,Friend,Self,Matching,Self,Self,Self,693,0.693,1,United Kingdom
7545,22,Friend,Self,Matching,Self,Self,Self,697,0.697,1,United Kingdom
7546,22,Friend,Self,Matching,Self,Self,Self,663,0.663,1,United Kingdom
7547,22,Friend,Self,Matching,Self,Self,Self,838,0.838,1,United Kingdom
7548,22,Friend,Self,Matching,Self,Self,Self,348,0.348,1,United Kingdom
7549,22,Friend,Self,Matching,Self,Self,Self,794,0.794,1,United Kingdom
7550,22,Friend,Self,Matching,Self,Self,Self,919,0.919,1,United Kingdom
7551,22,Friend,Self,Matching,Self,Self,Self,725,0.725,1,United Kingdom
7552,22,Friend,Self,Matching,Self,Self,Self,606,0.606,1,United Kingdom
7553,22,Friend,Self,Matching,Self,Self,Self,789,0.789,1,United Kingdom
7554,22,Friend,Self,Matching,Self,Self,Self,1006,1.006,1,United Kingdom
7555,22,Friend,Self,Matching,Self,Self,Self,830,0.83,1,United Kingdom
7556,22,Friend,Self,Matching,Self,Self,Self,581,0.581,1,United Kingdom
7557,22,Friend,Self,Matching,Self,Self,Self,458,0.458,1,United Kingdom
7558,22,Friend,Self,Matching,Self,Self,Self,860,0.86,1,United Kingdom
7559,22,Friend,Self,Matching,Self,Self,Self,776,0.776,1,United Kingdom
7560,22,Friend,Self,Matching,Self,Self,Self,560,0.56,1,United Kingdom
7561,22,Friend,Self,Matching,Self,Self,Self,632,0.632,1,United Kingdom
7562,22,Friend,Self,Matching,Self,Self,Self,333,0.333,1,United Kingdom
7563,22,Friend,Self,Matching,Self,Self,Self,347,0.347,1,United Kingdom
7564,22,Friend,Self,Matching,Self,Self,Self,390,0.39,1,United Kingdom
7565,22,Friend,Self,Matching,Self,Self,Self,643,0.643,1,United Kingdom
7566,22,Friend,Self,Matching,Self,Self,Self,627,0.627,1,United Kingdom
7567,22,Friend,Self,Matching,Self,Self,Self,460,0.46,1,United Kingdom
7568,22,Friend,Self,Matching,Self,Self,Self,349,0.349,1,United Kingdom
7569,22,Friend,Self,Matching,Self,Self,Self,443,0.443,1,United Kingdom
7570,22,Friend,Self,Matching,Self,Self,Self,547,0.547,1,United Kingdom
7571,22,Friend,Self,Matching,Self,Self,Self,689,0.689,1,United Kingdom
7572,22,Self,Self,Matching,Self,Self,Self,991,0.991,0,United Kingdom
7573,22,Friend,Self,Matching,Self,Self,Self,829,0.829,0,United Kingdom
7574,22,Friend,Self,Matching,Self,Self,Self,714,0.714,0,United Kingdom
7575,22,Friend,Self,Matching,Self,Self,Self,768,0.768,0,United Kingdom
7576,22,Friend,Self,Matching,Self,Self,Self,364,0.364,0,United Kingdom
7577,22,Friend,Self,Matching,Self,Self,Self,295,0.295,0,United Kingdom
7578,22,Friend,Self,Matching,Self,Self,Self,1093,1.093,0,United Kingdom
7579,22,Friend,Self,Matching,Self,Self,Self,686,0.686,0,United Kingdom
7580,22,Friend,Self,Matching,Self,Self,Self,424,0.424,0,United Kingdom
7581,22,Self,Friend,Nonmatching,Friend,Friend,Close,788,0.788,1,United Kingdom
7582,22,Self,Friend,Nonmatching,Friend,Friend,Close,882,0.882,1,United Kingdom
7583,22,Self,Friend,Nonmatching,Friend,Friend,Close,1008,1.008,1,United Kingdom
7584,22,Self,Friend,Nonmatching,Friend,Friend,Close,514,0.514,1,United Kingdom
7585,22,Self,Friend,Nonmatching,Friend,Friend,Close,340,0.34,1,United Kingdom
7586,22,Self,Friend,Nonmatching,Friend,Friend,Close,889,0.889,1,United Kingdom
7587,22,Self,Friend,Nonmatching,Friend,Friend,Close,680,0.68,1,United Kingdom
7588,22,Self,Friend,Nonmatching,Friend,Friend,Close,880,0.88,1,United Kingdom
7589,22,Self,Friend,Nonmatching,Friend,Friend,Close,1003,1.003,1,United Kingdom
7590,22,Self,Friend,Nonmatching,Friend,Friend,Close,853,0.853,1,United Kingdom
7591,22,Self,Friend,Nonmatching,Friend,Friend,Close,920,0.92,1,United Kingdom
7592,22,Self,Friend,Nonmatching,Friend,Friend,Close,542,0.542,1,United Kingdom
7593,22,Self,Friend,Nonmatching,Friend,Friend,Close,502,0.502,1,United Kingdom
7594,22,Self,Friend,Nonmatching,Friend,Friend,Close,1034,1.034,1,United Kingdom
7595,22,Self,Friend,Nonmatching,Friend,Friend,Close,728,0.728,1,United Kingdom
7596,22,Self,Friend,Nonmatching,Friend,Friend,Close,732,0.732,1,United Kingdom
7597,22,Self,Friend,Nonmatching,Friend,Friend,Close,670,0.67,1,United Kingdom
7598,22,Self,Friend,Nonmatching,Friend,Friend,Close,600,0.6,1,United Kingdom
7599,22,Self,Friend,Nonmatching,Friend,Friend,Close,458,0.458,1,United Kingdom
7600,22,Self,Friend,Nonmatching,Friend,Friend,Close,453,0.453,1,United Kingdom
7601,22,Self,Friend,Nonmatching,Friend,Friend,Close,446,0.446,1,United Kingdom
7602,22,Self,Friend,Nonmatching,Friend,Friend,Close,670,0.67,1,United Kingdom
7603,22,Self,Friend,Nonmatching,Friend,Friend,Close,584,0.584,1,United Kingdom
7604,22,Self,Friend,Nonmatching,Friend,Friend,Close,945,0.945,1,United Kingdom
7605,22,Self,Friend,Nonmatching,Friend,Friend,Close,947,0.947,1,United Kingdom
7606,22,Self,Friend,Nonmatching,Friend,Friend,Close,716,0.716,1,United Kingdom
7607,22,Self,Friend,Nonmatching,Friend,Friend,Close,703,0.703,1,United Kingdom
7608,22,Self,Friend,Nonmatching,Friend,Friend,Close,751,0.751,1,United Kingdom
7609,22,Self,Friend,Nonmatching,Friend,Friend,Close,416,0.416,1,United Kingdom
7610,22,Self,Friend,Nonmatching,Friend,Friend,Close,518,0.518,1,United Kingdom
7611,22,Self,Friend,Nonmatching,Friend,Friend,Close,730,0.73,1,United Kingdom
7612,22,Self,Friend,Nonmatching,Friend,Friend,Close,1020,1.02,1,United Kingdom
7613,22,Self,Friend,Nonmatching,Friend,Friend,Close,583,0.583,1,United Kingdom
7614,22,Self,Friend,Nonmatching,Friend,Friend,Close,721,0.721,1,United Kingdom
7615,22,Self,Friend,Nonmatching,Friend,Friend,Close,512,0.512,1,United Kingdom
7616,22,Self,Friend,Nonmatching,Friend,Friend,Close,634,0.634,1,United Kingdom
7617,22,Self,Friend,Nonmatching,Friend,Friend,Close,635,0.635,1,United Kingdom
7618,22,Friend,Friend,Nonmatching,Friend,Friend,Close,437,0.437,1,United Kingdom
7619,22,Friend,Friend,Nonmatching,Friend,Friend,Close,639,0.639,1,United Kingdom
7620,22,Friend,Friend,Nonmatching,Friend,Friend,Close,657,0.657,1,United Kingdom
7621,22,Friend,Friend,Nonmatching,Friend,Friend,Close,541,0.541,1,United Kingdom
7622,22,Friend,Friend,Nonmatching,Friend,Friend,Close,714,0.714,1,United Kingdom
7623,22,Friend,Friend,Nonmatching,Friend,Friend,Close,966,0.966,1,United Kingdom
7624,22,Friend,Friend,Nonmatching,Friend,Friend,Close,704,0.704,1,United Kingdom
7625,22,Friend,Friend,Nonmatching,Friend,Friend,Close,445,0.445,1,United Kingdom
7626,22,Friend,Friend,Nonmatching,Friend,Friend,Close,962,0.962,1,United Kingdom
7627,22,Friend,Friend,Nonmatching,Friend,Friend,Close,763,0.763,1,United Kingdom
7628,22,Friend,Friend,Nonmatching,Friend,Friend,Close,943,0.943,1,United Kingdom
7629,22,Friend,Friend,Nonmatching,Friend,Friend,Close,819,0.819,1,United Kingdom
7630,22,Self,Friend,Nonmatching,Friend,Friend,Close,453,0.453,0,United Kingdom
7631,22,Self,Friend,Nonmatching,Friend,Friend,Close,702,0.702,0,United Kingdom
7632,22,Self,Friend,Nonmatching,Friend,Friend,Close,917,0.917,0,United Kingdom
7633,22,Self,Friend,Nonmatching,Friend,Friend,Close,1086,1.086,0,United Kingdom
7634,22,Self,Friend,Nonmatching,Friend,Friend,Close,512,0.512,0,United Kingdom
7635,22,Self,Friend,Nonmatching,Friend,Friend,Close,465,0.465,0,United Kingdom
7636,22,Self,Friend,Nonmatching,Friend,Friend,Close,286,0.286,0,United Kingdom
7637,22,Self,Friend,Nonmatching,Friend,Friend,Close,504,0.504,0,United Kingdom
7638,22,Self,Friend,Nonmatching,Friend,Friend,Close,358,0.358,0,United Kingdom
7639,22,Self,Friend,Nonmatching,Friend,Friend,Close,373,0.373,0,United Kingdom
7640,22,Friend,Friend,Nonmatching,Friend,Friend,Close,711,0.711,0,United Kingdom
7641,22,Self,Self,Nonmatching,Self,Self,Self,800,0.8,1,United Kingdom
7642,22,Self,Self,Nonmatching,Self,Self,Self,671,0.671,1,United Kingdom
7643,22,Self,Self,Nonmatching,Self,Self,Self,736,0.736,1,United Kingdom
7644,22,Self,Self,Nonmatching,Self,Self,Self,595,0.595,1,United Kingdom
7645,22,Self,Self,Nonmatching,Self,Self,Self,991,0.991,1,United Kingdom
7646,22,Self,Self,Nonmatching,Self,Self,Self,947,0.947,1,United Kingdom
7647,22,Self,Self,Nonmatching,Self,Self,Self,958,0.958,1,United Kingdom
7648,22,Self,Self,Nonmatching,Self,Self,Self,773,0.773,1,United Kingdom
7649,22,Self,Self,Nonmatching,Self,Self,Self,909,0.909,1,United Kingdom
7650,22,Self,Self,Nonmatching,Self,Self,Self,885,0.885,1,United Kingdom
7651,22,Self,Self,Nonmatching,Self,Self,Self,832,0.832,1,United Kingdom
7652,22,Self,Self,Nonmatching,Self,Self,Self,798,0.798,1,United Kingdom
7653,22,Self,Self,Nonmatching,Self,Self,Self,932,0.932,1,United Kingdom
7654,22,Self,Self,Nonmatching,Self,Self,Self,829,0.829,1,United Kingdom
7655,22,Self,Self,Nonmatching,Self,Self,Self,429,0.429,1,United Kingdom
7656,22,Self,Self,Nonmatching,Self,Self,Self,281,0.281,1,United Kingdom
7657,22,Friend,Self,Nonmatching,Self,Self,Self,815,0.815,1,United Kingdom
7658,22,Friend,Self,Nonmatching,Self,Self,Self,912,0.912,1,United Kingdom
7659,22,Friend,Self,Nonmatching,Self,Self,Self,743,0.743,1,United Kingdom
7660,22,Friend,Self,Nonmatching,Self,Self,Self,599,0.599,1,United Kingdom
7661,22,Friend,Self,Nonmatching,Self,Self,Self,571,0.571,1,United Kingdom
7662,22,Friend,Self,Nonmatching,Self,Self,Self,314,0.314,1,United Kingdom
7663,22,Friend,Self,Nonmatching,Self,Self,Self,922,0.922,1,United Kingdom
7664,22,Friend,Self,Nonmatching,Self,Self,Self,314,0.314,1,United Kingdom
7665,22,Friend,Self,Nonmatching,Self,Self,Self,622,0.622,1,United Kingdom
7666,22,Friend,Self,Nonmatching,Self,Self,Self,985,0.985,1,United Kingdom
7667,22,Friend,Self,Nonmatching,Self,Self,Self,769,0.769,1,United Kingdom
7668,22,Friend,Self,Nonmatching,Self,Self,Self,939,0.939,1,United Kingdom
7669,22,Friend,Self,Nonmatching,Self,Self,Self,1026,1.026,1,United Kingdom
7670,22,Friend,Self,Nonmatching,Self,Self,Self,604,0.604,1,United Kingdom
7671,22,Friend,Self,Nonmatching,Self,Self,Self,816,0.816,1,United Kingdom
7672,22,Friend,Self,Nonmatching,Self,Self,Self,754,0.754,1,United Kingdom
7673,22,Friend,Self,Nonmatching,Self,Self,Self,477,0.477,1,United Kingdom
7674,22,Friend,Self,Nonmatching,Self,Self,Self,720,0.72,1,United Kingdom
7675,22,Friend,Self,Nonmatching,Self,Self,Self,819,0.819,1,United Kingdom
7676,22,Friend,Self,Nonmatching,Self,Self,Self,947,0.947,1,United Kingdom
7677,22,Friend,Self,Nonmatching,Self,Self,Self,810,0.81,1,United Kingdom
7678,22,Friend,Self,Nonmatching,Self,Self,Self,915,0.915,1,United Kingdom
7679,22,Friend,Self,Nonmatching,Self,Self,Self,712,0.712,1,United Kingdom
7680,22,Friend,Self,Nonmatching,Self,Self,Self,913,0.913,1,United Kingdom
7681,22,Friend,Self,Nonmatching,Self,Self,Self,876,0.876,1,United Kingdom
7682,22,Friend,Self,Nonmatching,Self,Self,Self,473,0.473,1,United Kingdom
7683,22,Friend,Self,Nonmatching,Self,Self,Self,509,0.509,1,United Kingdom
7684,22,Friend,Self,Nonmatching,Self,Self,Self,537,0.537,1,United Kingdom
7685,22,Friend,Self,Nonmatching,Self,Self,Self,494,0.494,1,United Kingdom
7686,22,Friend,Self,Nonmatching,Self,Self,Self,824,0.824,1,United Kingdom
7687,22,Friend,Self,Nonmatching,Self,Self,Self,888,0.888,1,United Kingdom
7688,22,Friend,Self,Nonmatching,Self,Self,Self,859,0.859,1,United Kingdom
7689,22,Friend,Self,Nonmatching,Self,Self,Self,739,0.739,1,United Kingdom
7690,22,Friend,Self,Nonmatching,Self,Self,Self,479,0.479,1,United Kingdom
7691,22,Friend,Self,Nonmatching,Self,Self,Self,680,0.68,1,United Kingdom
7692,22,Friend,Self,Nonmatching,Self,Self,Self,452,0.452,1,United Kingdom
7693,22,Friend,Self,Nonmatching,Self,Self,Self,654,0.654,1,United Kingdom
7694,22,Friend,Self,Nonmatching,Self,Self,Self,586,0.586,1,United Kingdom
7695,22,Friend,Self,Nonmatching,Self,Self,Self,809,0.809,1,United Kingdom
7696,22,Friend,Self,Nonmatching,Self,Self,Self,593,0.593,1,United Kingdom
7697,22,Friend,Self,Nonmatching,Self,Self,Self,677,0.677,1,United Kingdom
7698,22,Self,Self,Nonmatching,Self,Self,Self,488,0.488,0,United Kingdom
7699,22,Self,Self,Nonmatching,Self,Self,Self,559,0.559,0,United Kingdom
7700,22,Self,Self,Nonmatching,Self,Self,Self,717,0.717,0,United Kingdom
7701,22,Friend,Self,Nonmatching,Self,Self,Self,643,0.643,0,United Kingdom
7702,22,Friend,Self,Nonmatching,Self,Self,Self,344,0.344,0,United Kingdom
7703,22,Friend,Self,Nonmatching,Self,Self,Self,458,0.458,0,United Kingdom
7704,22,Friend,Self,Nonmatching,Self,Self,Self,510,0.51,0,United Kingdom
7705,22,Friend,Self,Nonmatching,Self,Self,Self,251,0.251,0,United Kingdom
7706,23,Friend,Friend,Matching,Friend,Friend,Close,390,0.39,0,United Kingdom
7707,23,Friend,Friend,Matching,Friend,Friend,Close,357,0.357,0,United Kingdom
7708,23,Friend,Friend,Matching,Friend,Friend,Close,287,0.287,0,United Kingdom
7709,23,Friend,Friend,Matching,Friend,Friend,Close,883,0.883,0,United Kingdom
7710,23,Friend,Friend,Matching,Friend,Friend,Close,350,0.35,0,United Kingdom
7711,23,Friend,Friend,Matching,Friend,Friend,Close,306,0.306,0,United Kingdom
7712,23,Friend,Friend,Matching,Friend,Friend,Close,496,0.496,0,United Kingdom
7713,23,Friend,Friend,Matching,Friend,Friend,Close,517,0.517,0,United Kingdom
7714,23,Friend,Friend,Matching,Friend,Friend,Close,381,0.381,0,United Kingdom
7715,23,Friend,Friend,Matching,Friend,Friend,Close,393,0.393,0,United Kingdom
7716,23,Friend,Friend,Matching,Friend,Friend,Close,415,0.415,0,United Kingdom
7717,23,Friend,Friend,Matching,Friend,Friend,Close,350,0.35,0,United Kingdom
7718,23,Friend,Friend,Matching,Friend,Friend,Close,482,0.482,0,United Kingdom
7719,23,Self,Friend,Matching,Friend,Friend,Close,251,0.251,0,United Kingdom
7720,23,Self,Friend,Matching,Friend,Friend,Close,238,0.238,0,United Kingdom
7721,23,Self,Friend,Matching,Friend,Friend,Close,409,0.409,0,United Kingdom
7722,23,Self,Friend,Matching,Friend,Friend,Close,208,0.208,0,United Kingdom
7723,23,Self,Friend,Matching,Friend,Friend,Close,222,0.222,0,United Kingdom
7724,23,Self,Friend,Matching,Friend,Friend,Close,543,0.543,0,United Kingdom
7725,23,Self,Friend,Matching,Friend,Friend,Close,333,0.333,0,United Kingdom
7726,23,Self,Friend,Matching,Friend,Friend,Close,434,0.434,0,United Kingdom
7727,23,Self,Friend,Matching,Friend,Friend,Close,824,0.824,0,United Kingdom
7728,23,Self,Friend,Matching,Friend,Friend,Close,368,0.368,0,United Kingdom
7729,23,Self,Friend,Matching,Friend,Friend,Close,512,0.512,0,United Kingdom
7730,23,Self,Friend,Matching,Friend,Friend,Close,246,0.246,0,United Kingdom
7731,23,Self,Friend,Matching,Friend,Friend,Close,224,0.224,0,United Kingdom
7732,23,Self,Friend,Matching,Friend,Friend,Close,343,0.343,0,United Kingdom
7733,23,Self,Friend,Matching,Friend,Friend,Close,348,0.348,0,United Kingdom
7734,23,Self,Friend,Matching,Friend,Friend,Close,451,0.451,0,United Kingdom
7735,23,Self,Friend,Matching,Friend,Friend,Close,312,0.312,0,United Kingdom
7736,23,Self,Friend,Matching,Friend,Friend,Close,336,0.336,0,United Kingdom
7737,23,Self,Friend,Matching,Friend,Friend,Close,626,0.626,0,United Kingdom
7738,23,Self,Friend,Matching,Friend,Friend,Close,261,0.261,0,United Kingdom
7739,23,Self,Friend,Matching,Friend,Friend,Close,967,0.967,0,United Kingdom
7740,23,Self,Friend,Matching,Friend,Friend,Close,636,0.636,0,United Kingdom
7741,23,Self,Friend,Matching,Friend,Friend,Close,417,0.417,0,United Kingdom
7742,23,Self,Friend,Matching,Friend,Friend,Close,492,0.492,0,United Kingdom
7743,23,Self,Friend,Matching,Friend,Friend,Close,805,0.805,0,United Kingdom
7744,23,Friend,Friend,Matching,Friend,Friend,Close,403,0.403,1,United Kingdom
7745,23,Self,Friend,Matching,Friend,Friend,Close,349,0.349,0,United Kingdom
7746,23,Self,Friend,Matching,Friend,Friend,Close,555,0.555,0,United Kingdom
7747,23,Self,Friend,Matching,Friend,Friend,Close,667,0.667,0,United Kingdom
7748,23,Self,Friend,Matching,Friend,Friend,Close,617,0.617,0,United Kingdom
7749,23,Friend,Friend,Matching,Friend,Friend,Close,228,0.228,1,United Kingdom
7750,23,Self,Friend,Matching,Friend,Friend,Close,452,0.452,0,United Kingdom
7751,23,Friend,Friend,Matching,Friend,Friend,Close,831,0.831,1,United Kingdom
7752,23,Self,Friend,Matching,Friend,Friend,Close,328,0.328,0,United Kingdom
7753,23,Friend,Friend,Matching,Friend,Friend,Close,780,0.78,1,United Kingdom
7754,23,Friend,Friend,Matching,Friend,Friend,Close,471,0.471,1,United Kingdom
7755,23,Self,Friend,Matching,Friend,Friend,Close,341,0.341,0,United Kingdom
7756,23,Self,Friend,Matching,Friend,Friend,Close,300,0.3,0,United Kingdom
7757,23,Self,Friend,Matching,Friend,Friend,Close,456,0.456,0,United Kingdom
7758,23,Self,Friend,Matching,Friend,Friend,Close,233,0.233,0,United Kingdom
7759,23,Self,Friend,Matching,Friend,Friend,Close,340,0.34,0,United Kingdom
7760,23,Friend,Friend,Matching,Friend,Friend,Close,457,0.457,1,United Kingdom
7761,23,Friend,Friend,Matching,Friend,Friend,Close,365,0.365,1,United Kingdom
7762,23,Self,Friend,Matching,Friend,Friend,Close,534,0.534,1,United Kingdom
7763,23,Self,Friend,Matching,Friend,Friend,Close,427,0.427,1,United Kingdom
7764,23,Self,Friend,Matching,Friend,Friend,Close,364,0.364,1,United Kingdom
7765,23,Self,Friend,Matching,Friend,Friend,Close,236,0.236,1,United Kingdom
7766,23,Self,Friend,Matching,Friend,Friend,Close,388,0.388,1,United Kingdom
7767,23,Self,Friend,Matching,Friend,Friend,Close,408,0.408,1,United Kingdom
7768,23,Self,Friend,Matching,Friend,Friend,Close,325,0.325,1,United Kingdom
7769,23,Self,Friend,Matching,Friend,Friend,Close,376,0.376,1,United Kingdom
7770,23,Self,Friend,Matching,Friend,Friend,Close,439,0.439,1,United Kingdom
7771,23,Self,Friend,Matching,Friend,Friend,Close,375,0.375,1,United Kingdom
7772,23,Self,Friend,Matching,Friend,Friend,Close,708,0.708,1,United Kingdom
7773,23,Self,Friend,Matching,Friend,Friend,Close,690,0.69,1,United Kingdom
7774,23,Self,Friend,Matching,Friend,Friend,Close,646,0.646,1,United Kingdom
7775,23,Self,Friend,Matching,Friend,Friend,Close,469,0.469,1,United Kingdom
7776,23,Self,Friend,Matching,Friend,Friend,Close,338,0.338,1,United Kingdom
7777,23,Self,Friend,Matching,Friend,Friend,Close,468,0.468,1,United Kingdom
7778,23,Self,Friend,Matching,Friend,Friend,Close,406,0.406,1,United Kingdom
7779,23,Self,Friend,Matching,Friend,Friend,Close,349,0.349,1,United Kingdom
7780,23,Self,Friend,Matching,Friend,Friend,Close,235,0.235,1,United Kingdom
7781,23,Self,Friend,Matching,Friend,Friend,Close,468,0.468,1,United Kingdom
7782,23,Self,Friend,Matching,Friend,Friend,Close,246,0.246,1,United Kingdom
7783,23,Self,Friend,Matching,Friend,Friend,Close,474,0.474,1,United Kingdom
7784,23,Self,Friend,Matching,Friend,Friend,Close,212,0.212,1,United Kingdom
7785,23,Self,Friend,Matching,Friend,Friend,Close,343,0.343,1,United Kingdom
7786,23,Self,Friend,Matching,Friend,Friend,Close,408,0.408,1,United Kingdom
7787,23,Friend,Self,Matching,Self,Self,Self,731,0.731,0,United Kingdom
7788,23,Friend,Self,Matching,Self,Self,Self,296,0.296,0,United Kingdom
7789,23,Friend,Self,Matching,Self,Self,Self,249,0.249,0,United Kingdom
7790,23,Friend,Self,Matching,Self,Self,Self,200,0.2,0,United Kingdom
7791,23,Friend,Self,Matching,Self,Self,Self,297,0.297,0,United Kingdom
7792,23,Friend,Self,Matching,Self,Self,Self,330,0.33,0,United Kingdom
7793,23,Friend,Self,Matching,Self,Self,Self,233,0.233,0,United Kingdom
7794,23,Friend,Self,Matching,Self,Self,Self,280,0.28,0,United Kingdom
7795,23,Friend,Self,Matching,Self,Self,Self,216,0.216,0,United Kingdom
7796,23,Friend,Self,Matching,Self,Self,Self,324,0.324,0,United Kingdom
7797,23,Friend,Self,Matching,Self,Self,Self,401,0.401,0,United Kingdom
7798,23,Friend,Self,Matching,Self,Self,Self,203,0.203,0,United Kingdom
7799,23,Friend,Self,Matching,Self,Self,Self,206,0.206,0,United Kingdom
7800,23,Friend,Self,Matching,Self,Self,Self,232,0.232,0,United Kingdom
7801,23,Friend,Self,Matching,Self,Self,Self,417,0.417,0,United Kingdom
7802,23,Friend,Self,Matching,Self,Self,Self,359,0.359,0,United Kingdom
